,Alas,Indo,Domain
5503,waktu gato pemandangen yang sangat mende,,Instructions
5504,de kekukhangen pasangen ku malet pokhlu di salahi kakhne jeme malet buah v sempukhne,,Story/narrative
5505,malet paten su sebhab mbue su politik nde Mahan kekhine malet baghe ni tekhus pekhintah,,History
5506,Ali menjawab kabar dan peri Dari bagas sorge zannatul bahri Ni babe jibrail pade masa ne Pakenen Hasan pule ade nye,,History
5507,Supaye Nemu patik taruh ni tuan ku tentu Ken dese negeri barang ni dape dese jajahen Nemu ku bantu mudah-mudahen,,History
5508,Jibrail pe memilih dengan lah cepat anak bedia dari kerine rapet burnet Ken pakenen lalu ni cekam bertatah intan bermutu ma'nikam,,History
5509,uwe makae bage laye kidah kau no pe da akhh,,History
5510,untuk masalah lingkungen sendah sangat mempekhihatiken apelagi masalah nakhkoba jadi solusine hindakhi pekhtemanen si Ndak penting si Nemu mahan kite tekhjekhumus ke dalan Ndak mende,,Story/narrative
5511,kakhene aku malot setuju ato pe malot get ate jadi aku nebut ndak,,Story/narrative
5512,Mule ni rahim  ame mu  mengandung ter surat tebe kain pemandung cucu ni peluk telu ni berdiri muhammadali hanafia ni gelem nabi,,History
5513,kae nelem siap ken kehet yang akan kau lakukan pisah sambut tahun berapa lama kemudian ia mulai tertarik,,Instructions
5514,"impien ku kedepan ne agar nemu mambahagie ken kedue khang due ku, kase khang tue ku bangge bangku",,Story/narrative
5515,"khase ne bahagie ni mbagas ate,tetapi khase sedih ne pasti let",,Story/narrative
5516,Wahe saudare ku usul bersipat harap bukai pintu si rapet ni titah ken allah tuhan rabbani aku de khoh se orang  dikhi,,History
5517,"te nemu toh ketekhe kau bakal nadingken,kae pelin kau pot ,ketekhe","kalo tau kao mau meninggal, apa yang kau mau, kek mana",Story/narrative
5518,hakhus sepuki be sen kite kane nemu bangun proyek si sikel kite tuju,,Instructions
5519,pekhane sangat penting kakhene selain membangkitken untuk belajakh membekhi motivasi,,History
5520,bage khaye idul fitri ede semoge malet bahdu bahdu si mahal ne kene bahan,,Story/narrative
5521,silayakh khut bekhu dinem sebuah cekhite khakyat ni kutacane si mencekhiteken sepasang kekasih si sama-sama mencintai tapi malet nemu mesatu khakene silayakh kalak miskin,,Story/narrative
5522,Made nai ise pe nulung bantu memang go takdir tuhan yang satu made nae jumpe sepanjang jaman petep ni ate ku bage ni dandan,,History
5523,susah su ngeluh ku khao bahen ndak kepe tuhu,,History
5524,yaedi dengan cakhe memotong cekhok ne ketike sedang mecekhok,,Instructions
5525,ukhok bahase Indonesia atau v paham ye cekhok te,,Culture/Tourism
5526,Bertemu dengen laskar sayyidina usman hulu balang kapir hilang pedoman buwe lah mate kapir celake bersame kane dengen laskar ne.,,History
5527,lumanya mantap Taboh aturen Mende te kalak,,Story/narrative
5528,Baben ken racun telu macam nemu soh me pule kate kabar ne nenek rumah saribanun dengen sesere jeme pe lebuh ke tepaten ne,,History
5529,cekhiteken tentang sebuah kenangen si paling mahan mele si penah kau alami,,Story/narrative
5530,sejujukh ne aku dak tekhime de ate ku jadi 2 wao v aku nde begende,,Story/narrative
5531,amanken kekhine ni sekitakhen,,Culture/Tourism
5532,cakhe ne dengan bersungguh sungguh kerja keras kane nemu soh khut mencapai tujuan ku se aku idam idam ken,,Instructions
5533,khoh kumah ni nak ahu melama  pul edi gat pakat digan acahe ne,,Instructions
5534,stukukhi atas kehendak yang diberikan Allah stw kepada kita,,Story/narrative
5535,"hal hal si ku anggap penting pe mebue,termasuk ukhok ngatukh waktu, tetap mesikap jujukh khut Kalak dan si paling penting ne taat tebeken kedua khang tue khut menjalankan pekhintah tuhan",,Story/narrative
5536,nau ken ate ku pagi kau lah naye ku kau plin las ku pagi Mevi nu aku pe gei kau lah di pagi pagi ngai kau natekeu pas kab gak di kdu,,Story/narrative
5537,baja mesikhat bagas adat alas,,Culture/Tourism
5538,"hewan si get ateku kucing, kucing e hewan si paling imut",,Story/narrative
5539,timbang timbang anakne ge kawin pagi khut khamah ne ge si kalak miskin,,Culture/Tourism
5540,efek utamene dapet mempekhbanyak kokhban kematien,,Story/narrative
5541,ketekhe khasene panganan teakher kau pangan,,Story/narrative
5542,kebiasaan ni daerah q Edi me ketika let acara pas let pemamanan,,Culture/Tourism
5543,"bahrum, tasak telu, cimpe, godekh yaitu sebuah contoh makanan tradisional atau makanan khas khang alas ni kabupaten aceh tenggara",,History
5544,kune ken ne na di k besar yang akan iwywwt yang akan kau waktu yang tepat untuk,,Story/narrative
5545,kune cakhe mu berkontribusi be tugas mu atau kune cakhe mu sendikhi bahanni tugas mu,,Instructions
5546,saat ni sekolah paraktik tarian daerah,,Culture/Tourism
5547,terkadang berfikir adalah hal si paling membosan ken,,Story/narrative
5548,sekhik aku nhggi ngopi v ni kite senakhen tekhem jeme v mazom,,Story/narrative
5549,Rupe ne elok sangat berkenan Sungguh mejile made bandingen Arwah ibunde rase ne hilang Sutera ne biru sangat menjulang,,History
5550,mekhe Ken ide khut promosiken kas bahan ku ndi me klk lain,,Story/narrative
5551,ikuti aku dape v aku laid jage aku gakhami janda pirang untuk ku,,Story/narrative
5552,"kutenggo secukupne pelin, kuusaheken menghakhgai kekhine manusie tanpa membedeken wakhne kuling khut agame",,Instructions
5553,uwe yeh mu gei pe nde lupa aku ntah w yang tidak nemi au w jagsgs akahw yang akan kau waktu y,,Story/narrative
5554,melelo layang layangan khut imbang ni bawan,,Story/narrative
5555,tempat bayak pemandangan dan tempat alam indah,tempat buwe pemandangan dan tempat alam indah,Story/narrative
5556,"aku seorang nak bekhu dakhi due Kalak saudakhe, sebuah nggek ku nak laki sebuah nak bekhu",,Story/narrative
5557,budaye si ku bangken ni Edi me budaya khang alas,,Culture/Tourism
5558,Bicara patik sebab ni begitu ni Bagas perintah tuhan yang satu di enggo kin takdir tuan ku hilang sepatah kabar Made terbilang,,History
5559,Ayuhe kakanda patik peri ken Sasade kandu racun ni pangan Hasan pe tangis made Ter peri Ni babah baginde mude yang sakti,,History
5560,mame ku khut mae   awok ku khu mame ku,,Story/narrative
5561,segekhe lulus kuliah kase nemu membanggeken kedue okhang tue tekhmasuk keluakhge mbelin,,Story/narrative
5562,selama tiga hari,,Culture/Tourism
5563,"mejile aplikasi bhage Ende,sebhab wakhge luakh pe Nemu memahami ketekhe pengungkapen si mejile melalui aplikasi nde",,Story/narrative
5564,Tebe kite de hendak me perang wahe sahabat ku pule sekarang. Tebe ken rasul pule kate ne tebe pandamg hanain ngato rupe ne.,,History
5565,malet nae khayak dapet sen seo nagat gane nde nage aku me oe heio yes pe oagi aku laus iye pe,,Story/narrative
5566,mak'e khut awok khaene dapet mengheken nasehat  khut petunjuk ken mana benakh khut nan salah,,Story/narrative
5567,"tingkah laku si menyebalkan bangku, meteman khut kalak pebhual, khut jeme ingkakh janji",,Story/narrative
5568,terserah kau bedih daoe kokao pot bage laye,,Culture/Tourism
5569,te yakin,,Story/narrative
5570,hal si paling gati kulakuken adalah mahani tugas si menumpuk dakho dosen,,Story/narrative
5571,si pengen ku etoh mulai anak belagar aku edi me budaye khang alas,,Story/narrative
5572,Bage ken semut mede me sarang ise si kho ni bunuh kontan takal de kapir bage ken bola negare gat buruk rupane nale,,History
5573,del go lot senku khayak pot gat ku pilih khumah si mantapne,,Instructions
5574,laus ke kas servis laptop kane gantine layar e,,Instructions
5575,tokh buwet Kase segekhe Des Kase dak telat kite khoh sekolah pe,,Instructions
5576,"ketike malot mekhesen,  karir malot lancarkh,  banakanpe malot,  hondape malot,  untang khayak,  imbangpe celake,  tutuh laye, wabe, gile",,Story/narrative
5577,"de aku jeme ne de go nangat barang atau v kae v die,de go nangat aku akhus ku dapet ken",,Story/narrative
5578,"siapken be bahan2 kae si sikel kite masak, pule edi gat masak",,Instructions
5579,bau entut bahan ne bau icing bau badan kite pokok ne bau me,,Story/narrative
5580,"aplikasi nde undang imbang akhus nemu sen 100 si kene undang,eedjd neh",,Story/narrative
5581,Turun me suakhe ketike mase ne tangan mu edi cuber me perik se hendak bunet ken segere cepat engko sambung ken supaye rapet,,History
5582,nasehat si pernah ku dapet ni jeme akhi edi me ulang sombong ni bumi ende,,Story/narrative
5583,de sesuatu e baik Alhamdulillah senang kalihen aku mege se sebab misal ne ku dapet khajeki si malet ku sangke luakh biase get ne ate ku,,Story/narrative
5584,lot kadang bahanene edi mahan se iye begadang,,Story/narrative
5585,bue su melelo khut mecekhok ni kas Kalak mbue,,Story/narrative
5586,Ni hadang oleh laskar beriman mekhate gundah medenange aman ni bunuh sayyidina usman pade mase ne   bertimbun bang ke sangat buwe ne.,,History
5587,"patuh me laki, jage khege dikhi keluarge laki, dandan untuk laki te",,Story/narrative
5588,aku dapet aplikasi nde dakhi kakak ku si paling cantik jelita,,Instructions
5589,Ate ne gundah made karu nen Racun me bise ni bagas ingeten Terus be dapur mengalih silene Buuk ne gedang ni gorbang kene,,History
5590,tekhase lawak so kidah khut ku ge,,Story/narrative
5591,Lalu medalan mereke itu mekhate ruwan bukan suatu soh barisen ni kaki bukit bhage ken kalak menanggung sakit kapir pe letun laki isteri segere ni gupuh sultan johakhi bhage ken kilat kude melompat sultan pe gupuh tapi edak dapet,,History
5592,silayakh khut bekhu dinem kisah pekhcinteen,,Instructions
5593,de let sen ulang lupe mesedekah Ken be anak yatim khut khe okhang tue pe,,Story/narrative
5594,sekhik untuk ni pahami payah Kalak pahami se,,Story/narrative
5595,"si ku hobi ii ge me bage lajang-lajang, mangan-mangan,karokeen lajang khut imbang",,Story/narrative
5596,ngampeken me nale bhe khumah adat,,Culture/Tourism
5597,proses penikahen ni suku alas petame jagai telu bongi dan pangekhi,,Instructions
5598,Be negeri damsik ndapet ken ratu Surat ni bere ken nyate lah tentu Segere ni bace Sultan Budiman Ate ne belun sangat lah nyaman,,History
5599,"bekhite kesokhokhen dukun edi ni dapet akhi pakhe pedagang alas si melayakh me singkil men jadi ken hasil deleng bage gule pole, ketang buah-buahen te balikne kalaki membabe hasil bumi akhi pesisikh bage sikhe, ikan laut, kekhang te sebagene",,Story/narrative
5600,aku nangat membahagieken kedue khang tue ku mencape cite-cite ku si enggo dekah ku impeken,,Story/narrative
5601,tentang kedue khang tue khut kegeluhen kami,,Story/narrative
5602,Mege Ken titah raje usalli surat ni sembah Ken tebe ken dulu ni sambut Husin mude yang pakte kabar ni surat enggo me nyate,,History
5603,berharap khut Kalak lain intine mulai wakhi nde da so nange mengharap Kalak lain,,Story/narrative
5604,Ni peluk ne batu guhe yang dalam ni buwet ken ringkas cerite najam muhamad ali hanafiah enggo terkurung hambe kasihen made tetanggung,,History
5605,aku jeme ne medam masalah sendikhi siap edi aku jeme ne sip-sip,,Story/narrative
5606,si ku Ndak Pot tentang anak laki Edi me khubat khut imbang,,Story/narrative
5607,cekhiteken tentang milikmu si paling berharga,,Story/narrative
5608,let masalah,,Story/narrative
5609,aku bangge be kutecane kane dikute cane nde bue jabu te khut kompak masalah adat istiadat di kute te,,History
5610,kune menukhut mu tentang tanggung jawab laki,,Story/narrative
5611,sesuatu si menghibur ato pe cerite si Mahan Mase depan cerah,,Story/narrative
5612,pasangen ku hakhus metoh bahwasen ne aku nde jeme ne manje malet Nemu ni bentak citok pe kakhen ate ku nde lemah lembut,,Story/narrative
5613,kune cakhe ne kamu cuduh ken ke be khang tue mu bahwe sen ne kamu peduli bane,,Instructions
5614,ketike sedang dabuh einte edi sikel carikhte ken me imbang,,Instructions
5615,dampak dakhi media sosial khut teknologi bagi sejakhah daekhah ku adat-istiadat enggo mulai pudakh kakhene malet ni lestakhiken jakhang enggo ni lakuken,,History
5616,tentang kae si nmu ukhuk kite ato awene,,Story/narrative
5617,hal begedi me kae v sah ulng gt dak sah eee hayalken lamunken ye,,Story/narrative
5618,"Sesuatu tentang ku si olhang tue ku mlt metoh ialah aku penah tangis hanye untuk okhang tue untuk nemu membahagie ken okhang tue ku, aku penah payah sepayah ne hanye ingin membahagieken okhang tue",,Story/narrative
5619,penah  kane dang lot masalah ku me kalak,,Story/narrative
5620,sengkikhe ne mejile ndk kekae tapi sengkikhe ne bekhite si khoh tibhe tibhe semoge ulang me,,Story/narrative
5621,"hal si ku lakuken , untuk mahan aku senang mempelajakhi bahase lain untuk de laus misalne aku me kute kalak lain ukhokh aku mengguneken bahasa edi, edi kase kupelajakhi bahese si lain ee kane ukhokh aku",,Culture/Tourism
5622,ulang kelok su hut kalak nahan sui ate ne,,Story/narrative
5623,let pelajakhen malet aku geti kakhene bahan capet mate,,Story/narrative
5624,Sorte tangis ne berbage kate runtuh khase ne deleng mustike seng kire enggo soh azal anak ku yatim piatu me nale ame mu,,History
5625,"jalan jalan khut imbang-imbang , bahan kegiaten segale macam",,Story/narrative
5626,"Dhie si ku anggap mejile bhujang si megedang bhuk ne ,mesemban khupe ne,mentakh semule cuik ne akhi Soh bhe bukhing ne,tapi sendah si mejile bhagi ku,si pencekhok ne khakhih,mate ne sayu pakenen ne menutupi aukhat ne,khut malet mbelin sanggul ne",,Story/narrative
5627,"aku bujang mejile side si paling manje, ni mate side aku Ndak wayang bacakh ne",,Story/narrative
5628,sendah kan lot cakhe mudah melalui online atau v aplikasi,,Instructions
5629,aku Nemu melakuken hal si malet kene sangke Nemu ku bahani e Edi gat mekhase hebat aku,,Story/narrative
5630,tergantung fakta ne akhi kase jelas gedi hamin di,,Story/narrative
5631,lebih baik kakhenne Edi me kite gt begende,,Story/narrative
5632,Nyate me enggo yatim piatu enggo kin takdir nasib ame mu gelar ne edi si abu kasim tebe ame ne ie mido izin,,History
5633,"kakhene kenyamanen nomokh petame, de ngo kite pilih ulang nange khagu",,Story/narrative
5634,telu belas rabiul awal pule sebut ken,,History
5635,"imbang-imbang ku,kakhene khut Kalak di aku Nemu cekhite sambil tawe",,Story/narrative
5636,Gende plim nu Ende ku bahan gende ee ulang gat kae kae nak emang gedne kin go,,Instructions
5637,"malet was ate ku sitok pe, malet kane aku sedih pe, de mlt lot pekhasen ku bane bue tong cadang pe kae si wasi",,Story/narrative
5638,let v hal si kulakuken ketike aku des me sekolah ku adalah buet pepagi hakhus tokh,,Story/narrative
5639,sayangi iye Masihi iye ulang pukul iye khe iye mangan,,Story/narrative
5640,menukhutkau ketekhe bahan dikhi agar nagat membantu kalak lain?,,Story/narrative
5641,kakhene iye ngo Ndak wayang baik ne mangku,,Story/narrative
5642,"hakhus disiplin akan waktu, khambu-khambu lalu lintas, disiplin Bagas mengantkhi khut saling menghargai",,Story/narrative
5643,Made kurang ne ni bagas dunie Tuhan pe kasih enggo sedi ye sebab karene sangat masih ne tebe nenek ku pade mase ne.,,History
5644,"khe mangan, khe minum, khidi ken lajang lajang ken jep bon",,Instructions
5645,Dul zabarut meju pule di kate baginde memancung same khate ne mate ne kapir made sedi kit kenezul paqar kapir menjerit.,,History
5646,harus kite bosihken kite pupuk kite sirami dan kite rawat,,Instructions
5647,yaedi ke uangen si mencukupi kesehaten dan tekhutame imbang ngeluh ni waktu menua,,Story/narrative
5648,hal si nemu mahan kite berhenti tangis iyalah dengan cakhe jumoe khut imbang imbang ni tempat kite mebahan,,Story/narrative
5649,kakhene iye bacakh khajin aku get ate,karena fis pintar rajin aku senang sekali hati ku,Story/narrative
5650,pul buet medem podi gat tandok gakham khejeki edime bahaneku,,Story/narrative
5651,cube sebut ken kae kae plin si mengganjal ni pikekhen mu sendah nde,,Story/narrative
5652,senak kalihen tule medalan nemu gedi pe melelu hp dan lajang jito lereng,,Story/narrative
5653,khencane ken kae si sikel kite tukokh,,Instructions
5654,nikmat si bekhe ken oleh tuhan e kite sukhukhi,,Story/narrative
5655,magan bagas talam,,Culture/Tourism
5656,karene aplikasi Ende mudah menggunakan Ndak payah nange dan aplikasi Ende Nemu dapet pulsa dari pada mebahan si lain malet dapet Kade pe,,Story/narrative
5657,kakhene kekhitik kite Nemu Buet pelajakhhen Adi akhi khut termotivasi dakhi kekhitiken Kalak e menjadiken kite lebih baik dakhi sebelum ne,,Story/narrative
5658,bage efek hp no Kalak macik v mejile bahan ne apalagi Kalak mejile ee bage bidadari soge,,Story/narrative
5659,petame dek kecelakaan telpon be jabu te Kane mbu bantu ne kite,,Instructions
5660,pet aku lot anak ku kakhene Edi sebuah khajeki si ni khe tuhan,,Story/narrative
5661,bual,,Story/narrative
