,Alas,Indo,Domain
7047,"kakhne lucu, te malot lucu malet tonton kalak","sebab lucu,kalau tidak lucu nggak mungkin di tonton orang ",Story/narrative
7048,minum khut mangan made lah lame hari pego lewat made umpame khaje jangki kepe ne sijage garami cakhe pakat berduwe,,History
7049,dengan  cakhe mencekhiteken adat budaye ni Aceh tenggakhe,,Story/narrative
7050,Bge bju jualen klk ni pekan e ku bahan ni kune kase mende,,Story/narrative
7051,"kene pukuli,kena maki,kene teriaki,ge yang dak ku pot ge e",,Story/narrative
7052,cakhe mekhawat binatang ni pekhatiken paganen ne setiap magat ni jage mejile,,Instructions
7053,si pertame si embah Edi khang tue q khut keluarga q khut imbang q,,Story/narrative
7054,"hal si mlt Nemu ni jadiken lelucon salah satune soal fisik Kalak,sebab Kalak ee malet suke, kemudienasalah kondisi ekonomi kalak",,Story/narrative
7055,kae pendapat mu tentang hubungen yang sehat,,Story/narrative
7056,lotonen jujukh kakhene sebuah kejujukhen Nemu Mahan pekhubahen bante,,Story/narrative
7057,sebab aflikasi ende ngetik v kite dapet sen tapi ulang gst tadingken bahanen si lain ne si leboh pokhlu edi salah di,,Story/narrative
7058,gelap gulite made lot terang,,History
7059,karena Kalak eee Tawe Babai ne gat cikhem cikhem walo v,,Story/narrative
7060,Ndak sanggup khaseku nahenken kaharang ni bahan sang gelombang,,Story/narrative
7061,kakhne iye kene sakiti sedih lah kaap ne te kune ale me kau idah te hedi kasn,,Story/narrative
7062,nikmat si bekhe Ken oleh tuhan e kite sukukhi,,Story/narrative
7063,"melewati pendidikan dakhi aku sekolah ni tk, sd, smp, sma",,Instructions
7064,bahasa indonesia si khayak khalak gunekense,,Culture/Tourism
7065,kune kenin mencaoai tujuen si nangat kenin capai,,Instructions
7066,malet buah pe kakhene kekhine budaye si let ni adat ku kekhine get ateku,,Culture/Tourism
7067,"khidi lawe matang, mangan nakan pakek ikan Masin, luakh Ken Honda gat hangat Ken, salam ma'e khut pa'e Ninik, khut abg khe Ken salam gat bekhangkat",,Instructions
7068,Mahan maju negare khut peraturen  baru si nibahan ne,,History
7069,"iye hobi letun dan melelo tanoh, iye hobi ngakhat sepatu dan kamakh",,Story/narrative
7070,"ketike aku malet mekhesen,nangat mangan tapi sen malet",,Culture/Tourism
7071,mecewek khut anak akhi kakhene urkhen tue ku nda ijinen Ken ne mecewek selagi tong sekolah,,Story/narrative
7072,kidah kalak micing pego katak kuesi m abajajja,,Story/narrative
7073,sedang jaya diel sen khayak atau gat sedang tading khut khang tue kite edi si tukhune,,Story/narrative
7074,malet mebaju malet me sua malet me khumah,,Story/narrative
7075,"cekhiteken pengalamen tekhbukhuk mu, cube be kao cekhiteken ?",,Story/narrative
7076,pekhateme si ku laku Ken       ku buke hape dan ku buke aplikasi email tekhus,,Instructions
7077,gati nanya pede iye gati nato buku malot iye males,,Story/narrative
7078,Honda kabang motokh kabang becak kabang kae v Nemu kabang,,Story/narrative
7079,darami pelin ni hp tulis pelin geler aplikasi ne,,Instructions
7080,si petame malet betah si kedue lingkungen mebahan e malet pas khut aku si ketelu gaji ne malet sesue khut bahanen ne,,Story/narrative
7081,"lebe get ningku sayukh, edi pe sakyukh pilihen be, malet sembakhen sayukh get ningku, kane lebe sayukh lot malot taboh",,Story/narrative
7082,sebutken cakhe-cakhe mu dang belanje online?,,Instructions
7083,cekhite ken kune kalak si let dampak signifiken bagas geluh mu,,Story/narrative
7084,bage wista ketambe let tukhisne,,History
7085,tekhutame nyaman ne be bakhu khase ne pas dk khut dilah,,Story/narrative
7086,abakh dan tabah jalan ken kehidupen kite ni dunie,,Story/narrative
7087,si ku sukai ketike aku mekhase ken senang baga ngeluh nde,,Story/narrative
7088,ban honda kempes atau pe bocokh kas tempel ban dauh,,Culture/Tourism
7089,jelaskhen nimu inginkhen jadi jeme si bage kae,,Story/narrative
7090,lalu medalan mereke itu,,History
7091,biase plin kakhene ni bagasne mlet gat tekhlalu penting,,Story/narrative
7092,sangat cinte su tekhadap budaye khut tkhadisi ni bagas kutacane te,,Story/narrative
7093,malet te kateken payah ne sendah laus pagi balik bon,,Story/narrative
7094,ayah ku senakhen menganggap aku bujang cut ne ni mate ne aku nde bage anak cut padahal umukh ku enggo lumayan metue,,Story/narrative
7095,kune cakhene untuk melestariken adat kite nde,,Culture/Tourism
7096,"bacakh, hebat, tanggung jawab",,Instructions
7097,kakhene anak adalah generasi selanjutne kite iye nekhusken peninggalan kite,,Story/narrative
7098,"aku geluh kakhene nilahekhken mek ku,khe ne aku mangan,khe ne kasih sayang,khe ne me kekhine,kebutuhen ku pe pengkapine kekhine gdi me kekkikhe",,Story/narrative
7099,Aku dang SD die terkenal bacak jadi mbue imbang ku,,Story/narrative
7100,"karene iyee dang bahagie, misalne nde anak laki-laki nde kan nemu tembak nde si ngo dekah incaren ne kin anak beru nde nge kae Ndak cirem-cirem lah iyee ato let Kalak nde iye dang mbuee masalah ne tapi iye berusahe tetap tersenyum untuk menutupi kesedihen ne Kane ulang kalak metoh de iye dang sedih",,Story/narrative
7101,menukhut mu kae kae plin si aneh pade dikhi mu sendikhi cube sebut ken,,Story/narrative
7102,kune jelas ken kune cakhe mu mengganti layakh hendpone mu te enggo khusak,,Instructions
7103,"menukhut mu, kune cakhe ne kami nemu meningkatken fitur bakhu aplikasi kami",,Story/narrative
7104,akhibat na mbue su melelo game ni bagas hape,,Story/narrative
7105,apalikasi ende menyukhuh kite manjawab pertanyaan ne khut bahasa daekhah kite setelah di nhan khe ne saldo bentuk sen atau v plsa,,Story/narrative
7106,pahi bisa kirim y nna di dunia e waktu yang lama i y sayang dan perhatian,,Story/narrative
7107,tingkah laku si paling ku benci kene nganggu,,Story/narrative
7108,"malet nge aku mebahan kae v tong beban khangtue ku, tong bagas kuliah mudahen kedepan ne nemu kh cape cite-cite ku aminya Allah",,Story/narrative
7109,menukhut ndu kune kabakh kekhine imbang mu sendah,menurut anda bagaimana kabar sahabat kita sekarang ,Story/narrative
7110,setiap pagi khe mangan baru bersihken kandangne  capak I si cemak,,Instructions
7111,sekhik aku nhggi ngopi v ni kite senakhen tekhem jeme v mazom,,Story/narrative
7112,si tuso kite pelajari dan ni jage soh penerus pagi,,Instructions
7113,Pekhistiwe si paling penting ni daekhah ku die ielah cekhite tentang kalak kene banjekh die,,History
7114,raje ni pancung ne petep karengne,,History
7115,kaen elem pe ulang lawan kata ku edi ne aku aku pej yang wiwy bisa dek udah gantung diri,,Story/narrative
7116,cekhite ken kune gat nemu belande menjajahi Indonesia di ye,,History
7117,"bhue tule hakhus kite luakhken biaye ne, mahani fasilitas ne, jakhak ne khoh dhauh ne bhe masyakhakat belahen bakhat nde",,Culture/Tourism
7118,ni waktu pepagi nabi ni wapat ken,,History
7119,se aku lakukan untuk mengisi waktu senggang ku lukah aku belajar atau pe megeken musik khut main medsos,,Story/narrative
7120,pepelin deres ulah ku p bang edi me mlt  sen p de bag,,Story/narrative
7121,begedi me kate ramal ku ini made nae patik panjang ken peri khaje pe mekhe ken sedekah pule nujum pe segere balik be kute,,History
7122,hakhus melakuken tradisi kakhene ni kute edi tong ni lestakhi ken,,History
7123,menukhutku pendapet mak'e ku tehadep bangku adalah baik khut jujukh,,Story/narrative
7124,sakit ne ate khangtue si nge lahekh ken ne,,Culture/Tourism
7125,hal sibahan aku sayang khut pasangen ku afalah kakhene sangat sayang dan peduli tekhhadap kuu,,Story/narrative
7126,malot polu ku jelaskan intini kae nine ni bagas edi e ku khuti soh habis,,Culture/Tourism
7127,karne malet pas bage ate neee kune ken mengas iye,,Story/narrative
7128,cekhite ken kune penyebab gat nemu tertukakh budaya dan globalisasi ni daerah mu,,History
7129,tuso ni lestakhiken khot khut,,History
7130,hakhus bacakh untuk mekhancang kae si hakhus kite adaken untuk perusahaen kite,,Story/narrative
7131,dikhi ku jeme ne mudah megaul khut kalak walope jeme e mange ku tandai sebelum ne tapi de let imbang khapet khut aku de hianati ne aku ulang hakhap sipat si die bali tule walo v nggo baik en,,Story/narrative
7132,"Menukhutmu, kae pelin si pekhlu nipejilei ni Indonesia ?",,Story/narrative
7133,cekhite ken kae kae plin makanen bongi mu si paling terindah menukhut mu,,Story/narrative
7134,aku kale penah mekhamah tapi dak nangak aku me khanoh ku,,Instructions
7135,lalu ni usung ne bersame same,,History
7136,mesui kidah mate ku v pepelim jawab Ende g toh june akhi se,,Instructions
7137,melelo khut imbang si aku sayang khut kalak kalak baik mejile khupe ne sipat ne khut pet nasehati kite,,Story/narrative
7138,paling ku senangi pot kalak ngimbangi aku ni kute khut ni khumah,,Story/narrative
7139,Berumah Sari Banun ni rapet tentu sdh me pule konon di situ lalu memandang paduke kekande tangis meratap bang sawan mude.,,History
7140,pekhang ni benteng kutarian mampakhebutkan wilayah aceh tenggara,,History
7141,mengatukh jadwal si pas ne,,Culture/Tourism
7142,aku nemu bahan khut tim nemu kompak nemu displin nemu bergabung nemu bahan kaepe yang penting halal,,Story/narrative
7143,penduduk ni bagas kote te malet mengganggu kalak luakh,,History
7144,suktan berkate me khate rawan ni tengah halamen enggo kelihaten ate de patik sangat keliru apekah dabuh dari awan biru,,History
7145,"aku biase ne senang kakhene dapet kabakh bahagie,dapet bue sen,dan saat aku gajien PE aku senang kalihen ndk wayang senang ne senang kalihennnnnnn",,Story/narrative
7146,tanding untuk babe gelakh pesantkhen ku akhi laus me camat Kalak ngemis untuk ni babe tanding,,Story/narrative
7147,tubuh ne kuat made bandingen,,History
7148,cakhene jage mende ulang nange ni khobah kae si lot tekhus ni kembang ken ulang sempat adat budaye te  mekhobah ni pangan jaman,,Culture/Tourism
7149,cakhe Kalak mengganti layar telepon ne dengan cakhe babe me kas perbaiki hp sukhuh tukang hp e ganti Se layar hp e,,Instructions
7150,"pratek khidi ken mayit, bace yasin, setiap bengi jum'at",,History
7151,"kakhene iye Ndak get atene, malet Ku ukhro kae manfaat mbace, get en ate ne melelo",,Story/narrative
7152,Soh me pule tebe negeri ne ali akbar enggo ni bunuh ne bangke ne bene made lot jumpe patik pe sangat khase haru ne,,History
7153,kae guru let guru si kenin pavorit ke kae sebab ne,,Story/narrative
7154,tas de laus dk pakek tas khase ne ketekhe gedi,,Story/narrative
7155,kakhene sampah sifatne bau khut cemak jadi hakhus ni kelole kane ndak menumpuk,,Story/narrative
7156,"suwan bunge, polibet be, de ngo agak belin, barukh pindahke me pot bunge",,Instructions
7157,lajang me deleng babe nakan babe tenda gat camping adih,,Culture/Tourism
7158,Jumadil akhir pule bulan ne,,History
7159,dengan cakhe mencabut layar petame dan memasang layakh si bakhuuuuuu,,Instructions
7160,zenab sari banun telu sekawan,,History
7161,terkese kakhene nangat metoh Edi v kadang,terasa karena ingin mengetahui itu pun terkadang,Story/narrative
7162,kiding me seluk tangan berpalun,,History
7163,begedi mee cakhe ne si Bagas hp eee malet te cekhite ken,,Instructions
7164,menukhut mu kune cakhe ne seorang teman gat nemu ni kate ken teman tulus,,Story/narrative
7165,badan ne edi hampir go khanun,,History
7166,tentang daekhah ku nde mbue su pemerintah ne korupsi me khakyat cut khut malet khe Ken ne hak khakyat,,History
7167,terlalu buwe barang rampasen perang ne menang dapet balesen setengah pule laskar johakhi,,History
7168,die kas aceh tenggakhe nde buwe so kalak cine,,Story/narrative
7169,ame mu tading hilang ingeten,,History
7170,khut i ye me jume pul edi tasak i imbang nakan ni jume,,Story/narrative
7171,"kakhene malet Bali hobi jeme, let Lebe hobi membace ,let Lebe malet",,Story/narrative
7172,petame nuwan bibit si sikel ni tanem pul edi pupuk tanemen si kite suwan,,Instructions
7173,akham Mak kutoh da mange penah ku bace sejakhah ne,,History
7174,"misalne laus be lawe harum, aku khidi khut manggang ikan sebab hawe ni hadi sejuk dan nyaman",,Culture/Tourism
7175,ye bacakh disiplin bekhani dan penyayang khut imbang imbang ne,,Story/narrative
7176,tekhe cakhe mu menyelesaiken masalah ni kehidupen mu,,Instructions
7177,terus menuju pdang karbale lawi ne gedang enggo ni cele harum khium ne made terperi mate ne bage intan baiduri,,History
7178,kakhene die besyukur khut kehendak tuhen,,Story/narrative
7179,Menukhut ku gende de ye sedang susah pahe ku bantu kane ye baik bangku,,Story/narrative
7180,nggo let bhahanen khut hasil ne menukhutku nggo mencukupi untuk keluakhge cut,,Story/narrative
7181,pengalamen ni acakhe belaga bujang sante me kas sante ni ketambe manggang manuk khami-khami,,Culture/Tourism
7182,labuh jinto honda,,Instructions
7183,"mejile pelakhe, ulang pepelin pok-pok i",bagus pelihara jangan asik pukul pukuli ,Instructions
7184,"ganteng e,gagah ne,khium ne pencekhok ne si khakhih,pengato ne si sayu",,Story/narrative
7185,lepass ne dhari tangkapen itu,,History
7186,"perbedaene tak budaye ku bue kane adat pakek jinto kude, te sucain mlet kudah",,History
7187,kejien paling memeleken Bagas geluh ku salah satu ne aku penah Jember jeme tekhem tekhus aku penah batuk mekahak ni kas jeme tekhem,,Story/narrative
7188,adegan-adegan menatang bue pengalamen v let pelajakhen ne v,,Story/narrative
7189,menukhut mu kae gat sampah hakhus ni kelelola,,Story/narrative
7190,"peluken hanyat iye akhi,  perhatiene,  sikapne",pelukan hangat dia aja perhatian sikapnya ,Story/narrative
7191,"sebulan dua bulan kemudian, maka di ada kan kah mecah nakan pertama",,Culture/Tourism
7192,"medalan-dalan khut imbang khut keluarge, jabu mangan-mangan khut keluarge kumpul-kumpul",,Story/narrative
7193,kae kae plin si Kao nesali si bahani Bagas geluh mu?,,Story/narrative
7194,kekukakgangen ku males meluakh Ken pendapat khut malet pot gat mecekhite panjang lebar,,Story/narrative
7195,bersyukur mempunyai keluarga yang lengkap,,Story/narrative
7196,karene kurang ne perhatien guru khut murid Edi me kurang minat murid membace sebab Edi me murid kurang membace,,Story/narrative
7197,"bahan khumah, bahan asuransi sedekah jariyah paling penting ne",,Story/narrative
7198,"ketekhe denohne Kao khut keluakhge mu, apekah mase Kao cut lebih mende mende dakhi pade pebuenen jeme",,Story/narrative
7199,pekhasaen ku nggo dage v ni tanyak ken pertanyaan ende da tule kuksp ulangi ndak kin let pertanyaen lain,,Instructions
7200,kuneken naleme edi amkn si aku lakuken pas oye die laus ne kas ku nde nu kan gedi kan,,Story/narrative
7201,"tentang ma'e pa' keluakhge kekhine, ngajakh Ken ulang melawan me khang tue",,Story/narrative
7202,kene kaee kau malet get ate mu me kalakkkk,,Story/narrative
7203,Wahe anak ku sari paduke ate khut jantung khase ter luke enggi me putus harapen jiwe made be ise pe bekas ku ngandu,,History
7204,Megare khut hijo pe lot di sane bertatah elok sangat berkenan ni pangkat sorge zannantul manan,,History
7205,"Dhe ukhok mecekhok ,bhacakh mepikekh ,ukhok muet keputusan ,Edhi hebat gelakh ne",,Story/narrative
7206,pilih Ken kune bahan se gho suruh klk pilih me pakse pilih de malot te pilih bahaya nhn,,Story/narrative
7207,mbue Kane tantangan ne sebuah tantangan ne ma ku toh Gunai laptop,,Story/narrative
7208,"bosih,  pecaye dikhi edi sinemu mahan  aku bedi timbang khalak lain",,Story/narrative
7209,kune nimu mahani kas mebahan mi Kane mekembang?,,Story/narrative
7210,dengan cakhe membanding Ken SE Kane kite toh si dape ne si mekualitas ne jile ato pe Kite gakhami si merek si asline khut si kw ne ngo Edi pelin hamin,,Instructions
7211,"senakhen lajang atau pe jangak ,de Ndak v ku tempohi Amek ku mebahan ni mpus",,Story/narrative
7212,biase saling ejek me lebe baru khubat tekhus mejawab,,Instructions
7213,babeken rakyat tinggi dan rendah terhenti lebe kisah dan madah lalu mupakat sorte ne kawan ulanf keri ne kite ngelawan,,History
7214,ndak sanggup khasene nahenken lawe mate khu du hembukhen,,Story/narrative
7215,de let sen mu dape pe mangan kunci ne let sen pelin nge amin,,Instructions
7216,nemu ndak kao cekhiteken pengakhuh pekhawaten kesehaten khut kedoktokhen untuk membentuk sejakhah ni daekhahmu,,History
7217,ni pangkunen aisah isterine itu,,History
7218,Hal si paling aku syukuri aku nemu gelukh ni dunie nde dan mendapetken okhang tue si luakh biase sayang me aku,,Story/narrative
7219,sungguh pegeluh khase berpulang cinte khut khindu tebe ken tuan,,History
7220,"takhi belo mesusun, pelebat dll",,Instructions
7221,nempuhi mebahan sesekali tempuhi mekhe sen me khang tue,,Story/narrative
7222,"sedang sendah nde malet pikekhen kae pe si mengganjal ni pikekhen ku, dan Alhamdulillah sedang sendah nde aman nyaman tentekham kekhine medalan sesue alukh",,Story/narrative
